year type stratum sex age value 
2017 N 1 1 1 0
2017 N 1 1 2 0
2017 N 1 1 3 31.158
2017 N 1 1 4 290.808
2017 N 1 1 5 666.121
2017 N 1 1 6 1115.21
2017 N 1 1 7 335.673
2017 N 1 1 8 299.117
2017 N 1 1 9 500.351
2017 N 1 1 10 134.389
2017 N 1 1 11 1560.92
2017 N 1 1 12 10990
2017 N 1 1 13 7024.04
2017 N 1 1 14 6430.35
2017 N 1 1 15 7305.81
2017 N 1 1 16 4642.75
2017 N 1 1 17 1621.77
2017 N 1 1 18 569.773
2017 N 1 1 19 144.303
2017 N 1 1 20 1729.54
2017 Biomass 1 1 1 0
2017 Biomass 1 1 2 0
2017 Biomass 1 1 3 2.49264
2017 Biomass 1 1 4 87.7791
2017 Biomass 1 1 5 169.383
2017 Biomass 1 1 6 328.705
2017 Biomass 1 1 7 130.041
2017 Biomass 1 1 8 92.394
2017 Biomass 1 1 9 191.884
2017 Biomass 1 1 10 56.853
2017 Biomass 1 1 11 687.614
2017 Biomass 1 1 12 5395.88
2017 Biomass 1 1 13 3568.35
2017 Biomass 1 1 14 3443.84
2017 Biomass 1 1 15 3982.66
2017 Biomass 1 1 16 2760.86
2017 Biomass 1 1 17 1061.16
2017 Biomass 1 1 18 332.574
2017 Biomass 1 1 19 103.629
2017 Biomass 1 1 20 1271.47
2017 N_Kimura   1 1 1 0
2017 N_Kimura   1 1 2 0
2017 N_Kimura   1 1 3 25.7991
2017 N_Kimura   1 1 4 240.791
2017 N_Kimura   1 1 5 551.553
2017 N_Kimura   1 1 6 923.399
2017 N_Kimura   1 1 7 277.94
2017 N_Kimura   1 1 8 247.671
2017 N_Kimura   1 1 9 414.295
2017 N_Kimura   1 1 10 111.275
2017 N_Kimura   1 1 11 1292.45
2017 N_Kimura   1 1 12 9099.79
2017 N_Kimura   1 1 13 5815.96
2017 N_Kimura   1 1 14 5324.37
2017 N_Kimura   1 1 15 6049.27
2017 N_Kimura   1 1 16 3844.23
2017 N_Kimura   1 1 17 1342.84
2017 N_Kimura   1 1 18 471.776
2017 N_Kimura   1 1 19 119.484
2017 N_Kimura   1 1 20 1432.07
2017 avg_wt_age 1 1 1 0
2017 avg_wt_age 1 1 2 0
2017 avg_wt_age 1 1 3 0.08
2017 avg_wt_age 1 1 4 0.301845
2017 avg_wt_age 1 1 5 0.254283
2017 avg_wt_age 1 1 6 0.294748
2017 avg_wt_age 1 1 7 0.387403
2017 avg_wt_age 1 1 8 0.308889
2017 avg_wt_age 1 1 9 0.383498
2017 avg_wt_age 1 1 10 0.423049
2017 avg_wt_age 1 1 11 0.440519
2017 avg_wt_age 1 1 12 0.490981
2017 avg_wt_age 1 1 13 0.50802
2017 avg_wt_age 1 1 14 0.535561
2017 avg_wt_age 1 1 15 0.545135
2017 avg_wt_age 1 1 16 0.594661
2017 avg_wt_age 1 1 17 0.654322
2017 avg_wt_age 1 1 18 0.583696
2017 avg_wt_age 1 1 19 0.71814
2017 avg_wt_age 1 1 20 0.735151
2017 N 1 2 1 0
2017 N 1 2 2 0
2017 N 1 2 3 148.866
2017 N 1 2 4 171.369
2017 N 1 2 5 738.273
2017 N 1 2 6 1639.89
2017 N 1 2 7 378.1
2017 N 1 2 8 1071.4
2017 N 1 2 9 931.155
2017 N 1 2 10 712.687
2017 N 1 2 11 1997.43
2017 N 1 2 12 5805.53
2017 N 1 2 13 5836.94
2017 N 1 2 14 5930.41
2017 N 1 2 15 2347.1
2017 N 1 2 16 2754.15
2017 N 1 2 17 1751.86
2017 N 1 2 18 12.9038
2017 N 1 2 19 153.981
2017 N 1 2 20 706.071
2017 Biomass 1 2 1 0
2017 Biomass 1 2 2 0
2017 Biomass 1 2 3 11.9093
2017 Biomass 1 2 4 22.6207
2017 Biomass 1 2 5 155.976
2017 Biomass 1 2 6 372.46
2017 Biomass 1 2 7 117.576
2017 Biomass 1 2 8 299.593
2017 Biomass 1 2 9 253.771
2017 Biomass 1 2 10 208.986
2017 Biomass 1 2 11 591.942
2017 Biomass 1 2 12 1882.73
2017 Biomass 1 2 13 2006.51
2017 Biomass 1 2 14 2237.45
2017 Biomass 1 2 15 786.983
2017 Biomass 1 2 16 1015.71
2017 Biomass 1 2 17 672.342
2017 Biomass 1 2 18 9.80692
2017 Biomass 1 2 19 97.2745
2017 Biomass 1 2 20 320.295
2017 N_Kimura   1 2 1 0
2017 N_Kimura   1 2 2 0
2017 N_Kimura   1 2 3 196.078
2017 N_Kimura   1 2 4 225.718
2017 N_Kimura   1 2 5 972.41
2017 N_Kimura   1 2 6 2159.97
2017 N_Kimura   1 2 7 498.012
2017 N_Kimura   1 2 8 1411.18
2017 N_Kimura   1 2 9 1226.46
2017 N_Kimura   1 2 10 938.71
2017 N_Kimura   1 2 11 2630.9
2017 N_Kimura   1 2 12 7646.71
2017 N_Kimura   1 2 13 7688.07
2017 N_Kimura   1 2 14 7811.2
2017 N_Kimura   1 2 15 3091.46
2017 N_Kimura   1 2 16 3627.61
2017 N_Kimura   1 2 17 2307.44
2017 N_Kimura   1 2 18 16.9962
2017 N_Kimura   1 2 19 202.814
2017 N_Kimura   1 2 20 929.996
2017 avg_wt_age 1 2 1 0
2017 avg_wt_age 1 2 2 0
2017 avg_wt_age 1 2 3 0.08
2017 avg_wt_age 1 2 4 0.132
2017 avg_wt_age 1 2 5 0.211271
2017 avg_wt_age 1 2 6 0.227124
2017 avg_wt_age 1 2 7 0.310965
2017 avg_wt_age 1 2 8 0.279628
2017 avg_wt_age 1 2 9 0.272533
2017 avg_wt_age 1 2 10 0.293237
2017 avg_wt_age 1 2 11 0.296351
2017 avg_wt_age 1 2 12 0.324299
2017 avg_wt_age 1 2 13 0.34376
2017 avg_wt_age 1 2 14 0.377284
2017 avg_wt_age 1 2 15 0.335301
2017 avg_wt_age 1 2 16 0.368791
2017 avg_wt_age 1 2 17 0.383789
2017 avg_wt_age 1 2 18 0.76
2017 avg_wt_age 1 2 19 0.631732
2017 avg_wt_age 1 2 20 0.45363
2017 p 1 1 1 0
2017 p 1 1 2 0
2017 p 1 1 3 0.000397018
2017 p 1 1 4 0.0037055
2017 p 1 1 5 0.00848776
2017 p 1 1 6 0.01421
2017 p 1 1 7 0.00427717
2017 p 1 1 8 0.00381137
2017 p 1 1 9 0.00637551
2017 p 1 1 10 0.00171239
2017 p 1 1 11 0.0198893
2017 p 1 1 12 0.140035
2017 p 1 1 13 0.0895009
2017 p 1 1 14 0.0819359
2017 p 1 1 15 0.0930912
2017 p 1 1 16 0.0591582
2017 p 1 1 17 0.0206648
2017 p 1 1 18 0.00726009
2017 p 1 1 19 0.00183871
2017 p 1 1 20 0.0220379
2017 p 1 2 1 0
2017 p 1 2 2 0
2017 p 1 2 3 0.00189686
2017 p 1 2 4 0.0021836
2017 p 1 2 5 0.00940712
2017 p 1 2 6 0.0208956
2017 p 1 2 7 0.00481778
2017 p 1 2 8 0.0136518
2017 p 1 2 9 0.0118648
2017 p 1 2 10 0.0090811
2017 p 1 2 11 0.0254514
2017 p 1 2 12 0.0739745
2017 p 1 2 13 0.0743746
2017 p 1 2 14 0.0755657
2017 p 1 2 15 0.0299069
2017 p 1 2 16 0.0350936
2017 p 1 2 17 0.0223223
2017 p 1 2 18 0.000164422
2017 p 1 2 19 0.00196203
2017 p 1 2 20 0.0089968
2017 N  1 99 1 0
2017 N  1 99 2 0
2017 N  1 99 3 180.024
2017 N  1 99 4 462.178
2017 N  1 99 5 1404.39
2017 N  1 99 6 2755.1
2017 N  1 99 7 713.774
2017 N  1 99 8 1370.52
2017 N  1 99 9 1431.51
2017 N  1 99 10 847.075
2017 N  1 99 11 3558.35
2017 N  1 99 12 16795.5
2017 N  1 99 13 12861
2017 N  1 99 14 12360.8
2017 N  1 99 15 9652.91
2017 N  1 99 16 7396.9
2017 N  1 99 17 3373.63
2017 N  1 99 18 582.677
2017 N  1 99 19 298.283
2017 N  1 99 20 2435.61
2017 a  1 99 1 0
2017 a  1 99 2 0
2017 a  1 99 3 0.08
2017 a  1 99 4 0.238869
2017 a  1 99 5 0.231672
2017 a  1 99 6 0.254497
2017 a  1 99 7 0.346912
2017 a  1 99 8 0.286014
2017 a  1 99 9 0.311318
2017 a  1 99 10 0.313832
2017 a  1 99 11 0.359592
2017 a  1 99 12 0.433366
2017 a  1 99 13 0.433471
2017 a  1 99 14 0.459623
2017 a  1 99 15 0.494114
2017 a  1 99 16 0.510561
2017 a  1 99 17 0.51384
2017 a  1 99 18 0.5876
2017 a  1 99 19 0.673534
2017 a  1 99 20 0.653539
2017 N 99 1 1 0
2017 N 99 1 2 0
2017 N 99 1 3 31.158
2017 N 99 1 4 290.808
2017 N 99 1 5 666.121
2017 N 99 1 6 1115.21
2017 N 99 1 7 335.673
2017 N 99 1 8 299.117
2017 N 99 1 9 500.351
2017 N 99 1 10 134.389
2017 N 99 1 11 1560.92
2017 N 99 1 12 10990
2017 N 99 1 13 7024.04
2017 N 99 1 14 6430.35
2017 N 99 1 15 7305.81
2017 N 99 1 16 4642.75
2017 N 99 1 17 1621.77
2017 N 99 1 18 569.773
2017 N 99 1 19 144.303
2017 N 99 1 20 1729.54
2017 a 99 1 1 0
2017 a 99 1 2 0
2017 a 99 1 3 0.08
2017 a 99 1 4 0.301845
2017 a 99 1 5 0.254283
2017 a 99 1 6 0.294748
2017 a 99 1 7 0.387403
2017 a 99 1 8 0.308889
2017 a 99 1 9 0.383498
2017 a 99 1 10 0.423049
2017 a 99 1 11 0.440519
2017 a 99 1 12 0.490981
2017 a 99 1 13 0.50802
2017 a 99 1 14 0.535561
2017 a 99 1 15 0.545135
2017 a 99 1 16 0.594661
2017 a 99 1 17 0.654322
2017 a 99 1 18 0.583696
2017 a 99 1 19 0.71814
2017 a 99 1 20 0.735151
2017 N 99 2 1 0
2017 N 99 2 2 0
2017 N 99 2 3 148.866
2017 N 99 2 4 171.369
2017 N 99 2 5 738.273
2017 N 99 2 6 1639.89
2017 N 99 2 7 378.1
2017 N 99 2 8 1071.4
2017 N 99 2 9 931.155
2017 N 99 2 10 712.687
2017 N 99 2 11 1997.43
2017 N 99 2 12 5805.53
2017 N 99 2 13 5836.94
2017 N 99 2 14 5930.41
2017 N 99 2 15 2347.1
2017 N 99 2 16 2754.15
2017 N 99 2 17 1751.86
2017 N 99 2 18 12.9038
2017 N 99 2 19 153.981
2017 N 99 2 20 706.071
2017 a 99 2 1 0
2017 a 99 2 2 0
2017 a 99 2 3 0.08
2017 a 99 2 4 0.132
2017 a 99 2 5 0.211271
2017 a 99 2 6 0.227124
2017 a 99 2 7 0.310965
2017 a 99 2 8 0.279628
2017 a 99 2 9 0.272533
2017 a 99 2 10 0.293237
2017 a 99 2 11 0.296351
2017 a 99 2 12 0.324299
2017 a 99 2 13 0.34376
2017 a 99 2 14 0.377284
2017 a 99 2 15 0.335301
2017 a 99 2 16 0.368791
2017 a 99 2 17 0.383789
2017 a 99 2 18 0.76
2017 a 99 2 19 0.631732
2017 a 99 2 20 0.45363
2017 N 99 99 1 0
2017 N 99 99 2 0
2017 N 99 99 3 180.024
2017 N 99 99 4 462.178
2017 N 99 99 5 1404.39
2017 N 99 99 6 2755.1
2017 N 99 99 7 713.774
2017 N 99 99 8 1370.52
2017 N 99 99 9 1431.51
2017 N 99 99 10 847.075
2017 N 99 99 11 3558.35
2017 N 99 99 12 16795.5
2017 N 99 99 13 12861
2017 N 99 99 14 12360.8
2017 N 99 99 15 9652.91
2017 N 99 99 16 7396.9
2017 N 99 99 17 3373.63
2017 N 99 99 18 582.677
2017 N 99 99 19 298.283
2017 N 99 99 20 2435.61
2017 a 99 99 1 0
2017 a 99 99 2 0
2017 a 99 99 3 0.08
2017 a 99 99 4 0.238869
2017 a 99 99 5 0.231672
2017 a 99 99 6 0.254497
2017 a 99 99 7 0.346912
2017 a 99 99 8 0.286014
2017 a 99 99 9 0.311318
2017 a 99 99 10 0.313832
2017 a 99 99 11 0.359592
2017 a 99 99 12 0.433366
2017 a 99 99 13 0.433471
2017 a 99 99 14 0.459623
2017 a 99 99 15 0.494114
2017 a 99 99 16 0.510561
2017 a 99 99 17 0.51384
2017 a 99 99 18 0.5876
2017 a 99 99 19 0.673534
2017 a 99 99 20 0.653539
