year type stratum sex age value 
2012 N 1 1 1 0
2012 N 1 1 2 0
2012 N 1 1 3 0
2012 N 1 1 4 0
2012 N 1 1 5 144.797
2012 N 1 1 6 615.191
2012 N 1 1 7 6156.24
2012 N 1 1 8 8014.84
2012 N 1 1 9 11095.4
2012 N 1 1 10 16456.6
2012 N 1 1 11 25762.4
2012 N 1 1 12 10050.9
2012 N 1 1 13 5548.64
2012 N 1 1 14 5772.25
2012 N 1 1 15 3765.41
2012 N 1 1 16 2995.08
2012 N 1 1 17 2945.19
2012 N 1 1 18 1822.32
2012 N 1 1 19 1941.8
2012 N 1 1 20 14832.3
2012 Biomass 1 1 1 0
2012 Biomass 1 1 2 0
2012 Biomass 1 1 3 0
2012 Biomass 1 1 4 0
2012 Biomass 1 1 5 21.9739
2012 Biomass 1 1 6 113.666
2012 Biomass 1 1 7 1468.84
2012 Biomass 1 1 8 1992.51
2012 Biomass 1 1 9 3876.49
2012 Biomass 1 1 10 6327.41
2012 Biomass 1 1 11 11201.1
2012 Biomass 1 1 12 5266.4
2012 Biomass 1 1 13 2567.92
2012 Biomass 1 1 14 3087.6
2012 Biomass 1 1 15 2192.85
2012 Biomass 1 1 16 1850.17
2012 Biomass 1 1 17 1901.82
2012 Biomass 1 1 18 1072.47
2012 Biomass 1 1 19 1182.98
2012 Biomass 1 1 20 9791.27
2012 N_Kimura   1 1 1 0
2012 N_Kimura   1 1 2 0
2012 N_Kimura   1 1 3 0
2012 N_Kimura   1 1 4 0
2012 N_Kimura   1 1 5 120.926
2012 N_Kimura   1 1 6 513.77
2012 N_Kimura   1 1 7 5141.32
2012 N_Kimura   1 1 8 6693.51
2012 N_Kimura   1 1 9 9266.18
2012 N_Kimura   1 1 10 13743.6
2012 N_Kimura   1 1 11 21515.2
2012 N_Kimura   1 1 12 8393.87
2012 N_Kimura   1 1 13 4633.89
2012 N_Kimura   1 1 14 4820.63
2012 N_Kimura   1 1 15 3144.64
2012 N_Kimura   1 1 16 2501.31
2012 N_Kimura   1 1 17 2459.65
2012 N_Kimura   1 1 18 1521.9
2012 N_Kimura   1 1 19 1621.67
2012 N_Kimura   1 1 20 12387
2012 avg_wt_age 1 1 1 0
2012 avg_wt_age 1 1 2 0
2012 avg_wt_age 1 1 3 0
2012 avg_wt_age 1 1 4 0
2012 avg_wt_age 1 1 5 0.151757
2012 avg_wt_age 1 1 6 0.184766
2012 avg_wt_age 1 1 7 0.238593
2012 avg_wt_age 1 1 8 0.248602
2012 avg_wt_age 1 1 9 0.349379
2012 avg_wt_age 1 1 10 0.38449
2012 avg_wt_age 1 1 11 0.434785
2012 avg_wt_age 1 1 12 0.523975
2012 avg_wt_age 1 1 13 0.462801
2012 avg_wt_age 1 1 14 0.534904
2012 avg_wt_age 1 1 15 0.582366
2012 avg_wt_age 1 1 16 0.617736
2012 avg_wt_age 1 1 17 0.645736
2012 avg_wt_age 1 1 18 0.588519
2012 avg_wt_age 1 1 19 0.609218
2012 avg_wt_age 1 1 20 0.660132
2012 N 1 2 1 0
2012 N 1 2 2 0
2012 N 1 2 3 0
2012 N 1 2 4 0
2012 N 1 2 5 389.386
2012 N 1 2 6 1444.05
2012 N 1 2 7 7154.11
2012 N 1 2 8 8739.37
2012 N 1 2 9 8796.68
2012 N 1 2 10 19163.1
2012 N 1 2 11 15945.1
2012 N 1 2 12 3432.93
2012 N 1 2 13 2263.99
2012 N 1 2 14 1645.34
2012 N 1 2 15 1688.54
2012 N 1 2 16 986.603
2012 N 1 2 17 2294.12
2012 N 1 2 18 519.565
2012 N 1 2 19 383.236
2012 N 1 2 20 1602.67
2012 Biomass 1 2 1 0
2012 Biomass 1 2 2 0
2012 Biomass 1 2 3 0
2012 Biomass 1 2 4 0
2012 Biomass 1 2 5 44.1982
2012 Biomass 1 2 6 302.282
2012 Biomass 1 2 7 1421.23
2012 Biomass 1 2 8 1991.01
2012 Biomass 1 2 9 2257.67
2012 Biomass 1 2 10 5414.73
2012 Biomass 1 2 11 4964.83
2012 Biomass 1 2 12 1158.63
2012 Biomass 1 2 13 651.515
2012 Biomass 1 2 14 543.968
