year type stratum sex age value 
2010 N 1 1 1 0
2010 N 1 1 2 232.013
2010 N 1 1 3 3617.32
2010 N 1 1 4 12396.1
2010 N 1 1 5 532.269
2010 N 1 1 6 564.171
2010 N 1 1 7 183.401
2010 N 1 1 8 733.926
2010 N 1 1 9 478.661
2010 N 1 1 10 14.6612
2010 N 1 1 11 1.62902
2010 N 1 1 12 0
2010 N 1 1 13 0
2010 N 1 1 14 0
2010 N 1 1 15 0
2010 Biomass 1 1 1 0
2010 Biomass 1 1 2 49.2631
2010 Biomass 1 1 3 1483.8
2010 Biomass 1 1 4 8139.15
2010 Biomass 1 1 5 393.352
2010 Biomass 1 1 6 485.651
2010 Biomass 1 1 7 175.532
2010 Biomass 1 1 8 720.928
2010 Biomass 1 1 9 463.112
2010 Biomass 1 1 10 14.6449
2010 Biomass 1 1 11 1.55843
2010 Biomass 1 1 12 0
2010 Biomass 1 1 13 0
2010 Biomass 1 1 14 0
2010 Biomass 1 1 15 0
2010 N_Kimura   1 1 1 0
2010 N_Kimura   1 1 2 179.141
2010 N_Kimura   1 1 3 2792.99
2010 N_Kimura   1 1 4 9571.21
2010 N_Kimura   1 1 5 410.974
2010 N_Kimura   1 1 6 435.606
2010 N_Kimura   1 1 7 141.607
2010 N_Kimura   1 1 8 566.677
2010 N_Kimura   1 1 9 369.582
2010 N_Kimura   1 1 10 11.3202
2010 N_Kimura   1 1 11 1.2578
2010 N_Kimura   1 1 12 0
2010 N_Kimura   1 1 13 0
2010 N_Kimura   1 1 14 0
2010 N_Kimura   1 1 15 0
2010 avg_wt_age 1 1 1 0
2010 avg_wt_age 1 1 2 0.212329
2010 avg_wt_age 1 1 3 0.410194
2010 avg_wt_age 1 1 4 0.656592
2010 avg_wt_age 1 1 5 0.73901
2010 avg_wt_age 1 1 6 0.860822
2010 avg_wt_age 1 1 7 0.957094
2010 avg_wt_age 1 1 8 0.98229
2010 avg_wt_age 1 1 9 0.967517
2010 avg_wt_age 1 1 10 0.998889
2010 avg_wt_age 1 1 11 0.956667
2010 avg_wt_age 1 1 12 0
2010 avg_wt_age 1 1 13 0
2010 avg_wt_age 1 1 14 0
2010 avg_wt_age 1 1 15 0
2010 N 1 2 1 0
2010 N 1 2 2 371.699
2010 N 1 2 3 4364.2
2010 N 1 2 4 9029.5
2010 N 1 2 5 2652.94
2010 N 1 2 6 1034.81
2010 N 1 2 7 222.82
2010 N 1 2 8 515.913
2010 N 1 2 9 418.427
2010 N 1 2 10 763.93
2010 N 1 2 11 429.53
2010 N 1 2 12 59.692
2010 N 1 2 13 0
2010 N 1 2 14 0
2010 N 1 2 15 0
2010 Biomass 1 2 1 0
2010 Biomass 1 2 2 74.1954
2010 Biomass 1 2 3 1646.34
2010 Biomass 1 2 4 5644.05
2010 Biomass 1 2 5 1378.4
2010 Biomass 1 2 6 843.012
2010 Biomass 1 2 7 182.774
2010 Biomass 1 2 8 414.426
2010 Biomass 1 2 9 397.575
2010 Biomass 1 2 10 677.732
2010 Biomass 1 2 11 375.558
2010 Biomass 1 2 12 46.9435
2010 Biomass 1 2 13 0
2010 Biomass 1 2 14 0
2010 Biomass 1 2 15 0
2010 N_Kimura   1 2 1 0
2010 N_Kimura   1 2 2 289.02
2010 N_Kimura   1 2 3 3393.45
2010 N_Kimura   1 2 4 7021.03
2010 N_Kimura   1 2 5 2062.83
2010 N_Kimura   1 2 6 804.633
2010 N_Kimura   1 2 7 173.257
2010 N_Kimura   1 2 8 401.156
2010 N_Kimura   1 2 9 325.355
2010 N_Kimura   1 2 10 594.006
2010 N_Kimura   1 2 11 333.988
2010 N_Kimura   1 2 12 46.4144
2010 N_Kimura   1 2 13 0
2010 N_Kimura   1 2 14 0
2010 N_Kimura   1 2 15 0
2010 avg_wt_age 1 2 1 0
2010 avg_wt_age 1 2 2 0.199612
2010 avg_wt_age 1 2 3 0.377238
2010 avg_wt_age 1 2 4 0.625067
2010 avg_wt_age 1 2 5 0.519577
2010 avg_wt_age 1 2 6 0.814654
2010 avg_wt_age 1 2 7 0.820276
2010 avg_wt_age 1 2 8 0.803287
2010 avg_wt_age 1 2 9 0.950164
2010 avg_wt_age 1 2 10 0.887165
2010 avg_wt_age 1 2 11 0.874348
2010 avg_wt_age 1 2 12 0.786429
2010 avg_wt_age 1 2 13 0
2010 avg_wt_age 1 2 14 0
2010 avg_wt_age 1 2 15 0
2010 p 1 1 1 0
2010 p 1 1 2 0.00600797
2010 p 1 1 3 0.0936703
2010 p 1 1 4 0.320995
2010 p 1 1 5 0.0137831
2010 p 1 1 6 0.0146092
2010 p 1 1 7 0.00474915
2010 p 1 1 8 0.019005
2010 p 1 1 9 0.0123949
2010 p 1 1 10 0.000379651
2010 p 1 1 11 4.21834e-005
2010 p 1 1 12 0
2010 p 1 1 13 0
2010 p 1 1 14 0
2010 p 1 1 15 0
2010 p 1 2 1 0
2010 p 1 2 2 0.00962512
2010 p 1 2 3 0.113011
2010 p 1 2 4 0.233819
2010 p 1 2 5 0.0686976
2010 p 1 2 6 0.0267964
2010 p 1 2 7 0.0057699
2010 p 1 2 8 0.0133595
2010 p 1 2 9 0.0108352
2010 p 1 2 10 0.0197819
2010 p 1 2 11 0.0111227
2010 p 1 2 12 0.00154572
2010 p 1 2 13 0
2010 p 1 2 14 0
2010 p 1 2 15 0
2010 N 2 1 1 0
2010 N 2 1 2 219.959
2010 N 2 1 3 4102.72
2010 N 2 1 4 8188.8
2010 N 2 1 5 4131.3
2010 N 2 1 6 2593.26
2010 N 2 1 7 2349.2
2010 N 2 1 8 554.361
2010 N 2 1 9 1266.25
2010 N 2 1 10 136.751
2010 N 2 1 11 4.63072
2010 N 2 1 12 0
2010 N 2 1 13 0
2010 N 2 1 14 0
2010 N 2 1 15 0
2010 Biomass 2 1 1 0
2010 Biomass 2 1 2 43.9919
2010 Biomass 2 1 3 1423.6
2010 Biomass 2 1 4 3967.91
2010 Biomass 2 1 5 2560.58
2010 Biomass 2 1 6 1719.09
2010 Biomass 2 1 7 1750.94
2010 Biomass 2 1 8 462.544
2010 Biomass 2 1 9 942.872
2010 Biomass 2 1 10 99.445
2010 Biomass 2 1 11 4.43006
2010 Biomass 2 1 12 0
2010 Biomass 2 1 13 0
2010 Biomass 2 1 14 0
2010 Biomass 2 1 15 0
2010 N_Kimura   2 1 1 0
2010 N_Kimura   2 1 2 214.922
2010 N_Kimura   2 1 3 4008.77
2010 N_Kimura   2 1 4 8001.28
2010 N_Kimura   2 1 5 4036.69
2010 N_Kimura   2 1 6 2533.87
2010 N_Kimura   2 1 7 2295.41
2010 N_Kimura   2 1 8 541.666
2010 N_Kimura   2 1 9 1237.25
2010 N_Kimura   2 1 10 133.62
2010 N_Kimura   2 1 11 4.52468
2010 N_Kimura   2 1 12 0
2010 N_Kimura   2 1 13 0
2010 N_Kimura   2 1 14 0
2010 N_Kimura   2 1 15 0
2010 avg_wt_age 2 1 1 0
2010 avg_wt_age 2 1 2 0.2
2010 avg_wt_age 2 1 3 0.346989
2010 avg_wt_age 2 1 4 0.484553
2010 avg_wt_age 2 1 5 0.6198
2010 avg_wt_age 2 1 6 0.662908
2010 avg_wt_age 2 1 7 0.745332
2010 avg_wt_age 2 1 8 0.834373
2010 avg_wt_age 2 1 9 0.744618
2010 avg_wt_age 2 1 10 0.727197
2010 avg_wt_age 2 1 11 0.956667
2010 avg_wt_age 2 1 12 0
2010 avg_wt_age 2 1 13 0
2010 avg_wt_age 2 1 14 0
2010 avg_wt_age 2 1 15 0
2010 N 2 2 1 0
2010 N 2 2 2 483.332
2010 N 2 2 3 4324.54
2010 N 2 2 4 6470.34
2010 N 2 2 5 2399.94
2010 N 2 2 6 5096.51
2010 N 2 2 7 1965.57
2010 N 2 2 8 263.662
2010 N 2 2 9 3057.78
2010 N 2 2 10 1153.67
2010 N 2 2 11 337
2010 N 2 2 12 0
2010 N 2 2 13 0
2010 N 2 2 14 0
2010 N 2 2 15 0
2010 Biomass 2 2 1 0
2010 Biomass 2 2 2 76.1031
2010 Biomass 2 2 3 1289.75
2010 Biomass 2 2 4 2966.66
2010 Biomass 2 2 5 1201.15
2010 Biomass 2 2 6 3171.51
2010 Biomass 2 2 7 1133.05
2010 Biomass 2 2 8 162.839
2010 Biomass 2 2 9 2210.51
2010 Biomass 2 2 10 953.858
2010 Biomass 2 2 11 247.169
2010 Biomass 2 2 12 0
2010 Biomass 2 2 13 0
2010 Biomass 2 2 14 0
2010 Biomass 2 2 15 0
2010 N_Kimura   2 2 1 0
2010 N_Kimura   2 2 2 560.025
2010 N_Kimura   2 2 3 5010.74
2010 N_Kimura   2 2 4 7497.03
2010 N_Kimura   2 2 5 2780.75
2010 N_Kimura   2 2 6 5905.2
2010 N_Kimura   2 2 7 2277.45
2010 N_Kimura   2 2 8 305.499
2010 N_Kimura   2 2 9 3542.98
2010 N_Kimura   2 2 10 1336.73
2010 N_Kimura   2 2 11 390.473
2010 N_Kimura   2 2 12 0
2010 N_Kimura   2 2 13 0
2010 N_Kimura   2 2 14 0
2010 N_Kimura   2 2 15 0
2010 avg_wt_age 2 2 1 0
2010 avg_wt_age 2 2 2 0.157455
2010 avg_wt_age 2 2 3 0.29824
2010 avg_wt_age 2 2 4 0.458501
2010 avg_wt_age 2 2 5 0.500494
2010 avg_wt_age 2 2 6 0.622292
2010 avg_wt_age 2 2 7 0.576449
2010 avg_wt_age 2 2 8 0.617606
2010 avg_wt_age 2 2 9 0.722912
2010 avg_wt_age 2 2 10 0.826802
2010 avg_wt_age 2 2 11 0.733441
2010 avg_wt_age 2 2 12 0
2010 avg_wt_age 2 2 13 0
2010 avg_wt_age 2 2 14 0
2010 avg_wt_age 2 2 15 0
2010 p 2 1 1 0
2010 p 2 1 2 0.00447986
2010 p 2 1 3 0.0835592
2010 p 2 1 4 0.166779
2010 p 2 1 5 0.0841413
2010 p 2 1 6 0.0528163
2010 p 2 1 7 0.0478457
2010 p 2 1 8 0.0112906
2010 p 2 1 9 0.0257894
2010 p 2 1 10 0.00278518
2010 p 2 1 11 9.43129e-005
2010 p 2 1 12 0
2010 p 2 1 13 0
2010 p 2 1 14 0
2010 p 2 1 15 0
2010 p 2 2 1 0
2010 p 2 2 2 0.00984391
2010 p 2 2 3 0.0880769
2010 p 2 2 4 0.13178
2010 p 2 2 5 0.048879
2010 p 2 2 6 0.103799
2010 p 2 2 7 0.0400322
2010 p 2 2 8 0.00536994
2010 p 2 2 9 0.0622772
2010 p 2 2 10 0.0234966
2010 p 2 2 11 0.0068636
2010 p 2 2 12 0
2010 p 2 2 13 0
2010 p 2 2 14 0
2010 p 2 2 15 0
2010 N 3 1 1 0
2010 N 3 1 2 227.381
2010 N 3 1 3 1624.96
2010 N 3 1 4 5590.88
2010 N 3 1 5 1771.02
2010 N 3 1 6 1539.63
2010 N 3 1 7 1298.5
2010 N 3 1 8 578.477
2010 N 3 1 9 1273.45
2010 N 3 1 10 545.192
2010 N 3 1 11 120.909
2010 N 3 1 12 0
2010 N 3 1 13 0
2010 N 3 1 14 0
2010 N 3 1 15 0
2010 Biomass 3 1 1 0
2010 Biomass 3 1 2 46.2341
2010 Biomass 3 1 3 709.658
2010 Biomass 3 1 4 3009.07
2010 Biomass 3 1 5 1161.79
2010 Biomass 3 1 6 1086.01
2010 Biomass 3 1 7 940.707
2010 Biomass 3 1 8 483.843
2010 Biomass 3 1 9 935.477
2010 Biomass 3 1 10 392.233
2010 Biomass 3 1 11 84.4542
2010 Biomass 3 1 12 0
2010 Biomass 3 1 13 0
2010 Biomass 3 1 14 0
2010 Biomass 3 1 15 0
2010 N_Kimura   3 1 1 0
2010 N_Kimura   3 1 2 249.137
2010 N_Kimura   3 1 3 1780.44
2010 N_Kimura   3 1 4 6125.83
2010 N_Kimura   3 1 5 1940.47
2010 N_Kimura   3 1 6 1686.94
2010 N_Kimura   3 1 7 1422.75
2010 N_Kimura   3 1 8 633.827
2010 N_Kimura   3 1 9 1395.3
2010 N_Kimura   3 1 10 597.357
2010 N_Kimura   3 1 11 132.478
2010 N_Kimura   3 1 12 0
2010 N_Kimura   3 1 13 0
2010 N_Kimura   3 1 14 0
2010 N_Kimura   3 1 15 0
2010 avg_wt_age 3 1 1 0
2010 avg_wt_age 3 1 2 0.203333
2010 avg_wt_age 3 1 3 0.436723
2010 avg_wt_age 3 1 4 0.53821
2010 avg_wt_age 3 1 5 0.656
2010 avg_wt_age 3 1 6 0.705373
2010 avg_wt_age 3 1 7 0.724454
2010 avg_wt_age 3 1 8 0.836409
2010 avg_wt_age 3 1 9 0.734599
2010 avg_wt_age 3 1 10 0.71944
2010 avg_wt_age 3 1 11 0.698495
2010 avg_wt_age 3 1 12 0
2010 avg_wt_age 3 1 13 0
2010 avg_wt_age 3 1 14 0
2010 avg_wt_age 3 1 15 0
2010 N 3 2 1 0
2010 N 3 2 2 238.509
2010 N 3 2 3 1040.48
2010 N 3 2 4 4771.8
2010 N 3 2 5 2072.82
2010 N 3 2 6 2435.3
2010 N 3 2 7 524.296
2010 N 3 2 8 1125.42
2010 N 3 2 9 2223.05
2010 N 3 2 10 1987.17
2010 N 3 2 11 548.087
2010 N 3 2 12 0
2010 N 3 2 13 0
2010 N 3 2 14 0
2010 N 3 2 15 0
2010 Biomass 3 2 1 0
2010 Biomass 3 2 2 53.8179
2010 Biomass 3 2 3 332.555
2010 Biomass 3 2 4 2313.66
2010 Biomass 3 2 5 1135.74
2010 Biomass 3 2 6 1551.57
2010 Biomass 3 2 7 322.742
2010 Biomass 3 2 8 732.702
2010 Biomass 3 2 9 1482.75
2010 Biomass 3 2 10 1424.5
2010 Biomass 3 2 11 450.492
2010 Biomass 3 2 12 0
2010 Biomass 3 2 13 0
2010 Biomass 3 2 14 0
2010 Biomass 3 2 15 0
2010 N_Kimura   3 2 1 0
2010 N_Kimura   3 2 2 291.134
2010 N_Kimura   3 2 3 1270.05
2010 N_Kimura   3 2 4 5824.66
2010 N_Kimura   3 2 5 2530.18
2010 N_Kimura   3 2 6 2972.63
2010 N_Kimura   3 2 7 639.978
